SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,state_Rural,state_Suburb,state_Urban,0
2233,4,3,1964,322616.66,0,1,0,1
1499,3,1,2012,122134.09,0,1,0,1
1330,5,2,1989,217323.73,0,1,0,1
2306,3,3,1975,247905.9,0,1,0,1
2424,4,3,1964,279715.12,0,1,0,1
1901,5,3,1962,251515.3,0,1,0,1
2120,3,2,1991,181985.64,0,1,0,1
1117,3,1,1990,48966.617,0,1,0,1
2056,3,3,2013,261580.48,0,1,0,1
2341,5,2,1977,244063.8,0,1,0,1
1049,4,3,1960,98282.586,0,1,0,1
2512,5,2,1976,156961.88,0,1,0,1
1196,3,3,1998,166962.73,0,1,0,1
1288,5,1,1955,159291.14,0,1,0,1
1214,3,2,1996,102438.375,0,1,0,1
1214,4,2,2006,95156.555,0,1,0,1
2426,2,3,2001,268558.16,0,1,0,1
1127,4,1,1977,123949.85,0,1,0,1
2500,5,2,1982,355163.28,0,1,0,1
1403,3,2,2017,103702.01,0,1,0,1
1337,3,1,1975,145507.39,0,1,0,1
1217,5,3,2004,186778.11,0,1,0,1
2597,2,1,1966,279777.34,0,1,0,1
1321,3,3,1988,155085.31,0,1,0,1
2348,2,2,1957,268235.66,0,1,0,1
2341,2,1,2020,190379.38,0,1,0,1
2497,5,1,1954,264189.38,0,1,0,1
1424,2,1,1977,81487.9,0,1,0,1
2712,4,2,1953,246757.45,0,1,0,1
2018,3,3,1989,233978.02,0,1,0,1
1207,3,2,2009,179100.17,0,1,0,1
2462,5,2,1988,99020.336,0,1,0,1
2131,2,1,1952,198557.11,0,1,0,1
2506,3,3,1952,332811.28,0,1,0,1
1366,4,2,1969,196201.42,0,1,0,1
2857,5,1,1979,318366.6,0,1,0,1
2437,3,1,2018,208864.34,0,1,0,1
1801,2,1,2018,209130.42,0,1,0,1
1917,3,3,1956,190630.9,0,1,0,1
2858,4,1,1982,344132.1,0,1,0,1
2157,5,3,2009,200366.45,0,1,0,1
2306,5,1,2020,217473.89,0,1,0,1
2082,2,3,2012,290438.9,0,1,0,1
1594,2,1,1953,168400.27,0,1,0,1
2177,2,1,1958,239571.88,0,1,0,1
1265,3,1,1958,112106.52,0,1,0,1
1661,4,2,1987,274555.6,0,1,0,1
1916,5,3,2007,157396.88,0,1,0,1
2813,3,1,1992,327409.38,0,1,0,1
1867,3,2,1985,198865.44,0,1,0,1
1609,4,2,2016,249492.27,0,1,0,1
1413,2,1,1952,152823.44,0,1,0,1
1283,2,2,1991,189833.67,0,1,0,1
1880,3,3,1979,222767.62,0,1,0,1
2187,3,1,1981,191414.55,0,1,0,1
1082,5,2,1984,142204.69,0,1,0,1
1927,5,1,2020,245965.02,0,1,0,1
2823,5,1,1974,254548.22,0,1,0,1
1175,3,2,1973,161064.72,0,1,0,1
1656,3,2,2013,192249.2,0,1,0,1
1689,4,1,2007,193520.8,0,1,0,1
2442,4,1,1978,212847.11,0,1,0,1
2779,4,2,1999,297359.6,0,1,0,1
2432,4,3,1974,313891.84,0,1,0,1
1366,3,1,2005,162569.16,0,1,0,1
2946,5,1,2006,362478.88,0,1,0,1
2945,3,2,2007,381782.84,0,1,0,1
2969,2,2,1974,351577.2,0,1,0,1
1211,3,1,2003,120201.25,0,1,0,1
2516,2,2,2007,266620.47,0,1,0,1
1368,2,2,1965,254975.52,0,1,0,1
2023,2,2,2009,225091.45,0,1,0,1
1736,5,3,1958,221970.27,0,1,0,1
1068,5,2,1973,129879.9,0,1,0,1
1202,5,2,1960,119371.055,0,1,0,1
2337,5,1,2000,188588.83,0,1,0,1
1330,5,1,2020,92105.36,0,1,0,1
2629,5,2,1993,287383.38,0,1,0,1
2526,4,2,1953,324660.66,0,1,0,1
1588,4,1,1951,137251.39,0,1,0,1
2709,5,1,2018,375384.62,0,1,0,1
2799,4,2,1956,268959.66,0,1,0,1
1690,4,1,1971,146926.0,0,1,0,1
1489,3,3,1984,155035.73,0,1,0,1
1294,2,2,1999,221860.45,0,1,0,1
2979,5,3,2001,270830.7,0,1,0,1
1567,3,1,2017,227769.88,0,1,0,1
1852,2,2,1978,235364.66,0,1,0,1
1444,3,3,2021,94048.664,0,1,0,1
1362,3,1,1982,182270.12,0,1,0,1
2275,4,2,1994,219540.11,0,1,0,1
2572,3,1,2010,264609.84,0,1,0,1
2358,5,1,1995,384390.88,0,1,0,1
2889,3,2,1989,336763.8,0,1,0,1
2685,5,3,1965,333173.75,0,1,0,1
2162,5,1,1967,325425.88,0,1,0,1
1822,5,2,1958,244491.0,0,1,0,1
1933,4,2,1998,211630.06,0,1,0,1
2777,4,2,1979,303224.16,0,1,0,1
1120,2,2,1993,172196.56,0,1,0,1
2408,2,3,1984,214998.72,0,1,0,1
2637,5,3,2011,279132.8,0,1,0,1
2364,4,3,1957,279231.4,0,1,0,1
1924,5,1,2019,160862.19,0,1,0,1
1859,4,1,1950,250709.25,0,1,0,1
1620,4,2,1966,184916.3,0,1,0,1
2618,5,1,1996,347996.34,0,1,0,1
1068,5,1,1954,143864.0,0,1,0,1
2152,5,3,1980,212666.42,0,1,0,1
1195,3,1,1979,162529.61,0,1,0,1
2467,4,3,1990,309923.25,0,1,0,1
1282,3,3,1978,223959.42,0,1,0,1
1311,5,2,1990,104735.94,0,1,0,1
2688,4,1,1996,210964.16,0,1,0,1
2342,3,2,1997,219998.89,0,1,0,1
1051,4,2,1965,71692.07,0,1,0,1
2772,3,2,1996,274491.38,0,1,0,1
2334,4,2,1988,289299.4,0,1,0,1
1566,5,3,1981,251244.8,0,1,0,1
2385,4,3,2002,250383.17,0,1,0,1
1313,4,3,1953,145364.55,0,1,0,1
1880,3,3,1966,173460.47,0,1,0,1
2236,3,2,1961,213702.89,0,1,0,1
1828,2,1,1988,115402.69,0,1,0,1
2010,4,3,1954,210301.7,0,1,0,1
1546,2,2,2012,145860.27,0,1,0,1
1424,3,2,1992,99765.8,0,1,0,1
2449,2,1,2013,302372.4,0,1,0,1
2986,4,1,1951,333642.38,0,1,0,1
1413,2,1,1968,237628.73,0,1,0,1
1725,2,2,1963,122166.86,0,1,0,1
1671,5,2,1963,182563.48,0,1,0,1
2647,4,1,1970,280650.75,0,1,0,1
1596,4,1,2013,171445.84,0,1,0,1
1619,3,3,1954,204511.02,0,1,0,1
2041,2,2,1993,230225.88,0,1,0,1
1720,2,3,2000,203739.45,0,1,0,1
1415,4,2,1993,188995.81,0,1,0,1
1937,5,1,2003,229122.16,0,1,0,1
1973,4,2,1993,232805.22,0,1,0,1
1931,3,1,2021,175103.8,0,1,0,1
1673,5,2,1951,264029.47,0,1,0,1
2257,2,1,1952,215360.78,0,1,0,1
1246,3,1,2014,128792.26,0,1,0,1
2582,3,1,1993,292861.38,0,1,0,1
1757,5,2,1955,224912.52,0,1,0,1
2607,4,1,1963,296272.16,0,1,0,1
1362,2,2,2004,244636.25,0,1,0,1
1194,2,3,2002,152881.36,0,1,0,1
2948,3,1,1998,327990.62,0,1,0,1
1757,4,1,1962,179437.05,0,1,0,1
1238,4,1,1983,183733.05,0,1,0,1
1244,4,3,2012,179966.58,0,1,0,1
1831,4,2,1990,172843.25,0,1,0,1
1294,5,2,1965,210962.39,0,1,0,1
2030,4,3,1957,220725.02,0,1,0,1
2776,4,1,2015,309897.72,0,1,0,1
1528,3,2,1959,134713.61,0,1,0,1
1170,5,1,2017,176484.62,0,1,0,1
1250,2,2,1972,216812.16,0,1,0,1
2410,3,3,1995,312072.88,0,1,0,1
1793,4,3,1987,161524.47,0,1,0,1
2403,3,1,2019,269559.56,0,1,0,1
2167,5,3,1957,339530.9,0,1,0,1
1024,2,2,2005,134253.86,0,1,0,1
2845,3,3,2009,322841.7,0,1,0,1
1335,4,2,1984,159513.28,0,1,0,1
1424,5,2,1978,141324.78,0,1,0,1
1498,3,2,1962,240429.0,0,1,0,1
2387,4,1,1973,301561.7,0,1,0,1
2768,2,2,1963,286093.03,0,1,0,1
2436,2,2,1974,221029.08,0,1,0,1
1961,4,1,1962,265738.28,0,1,0,1
1428,3,3,1976,120061.46,0,1,0,1
2716,2,1,1975,271058.97,0,1,0,1
1941,3,3,1973,213880.55,0,1,0,1
1541,2,2,2004,143249.95,0,1,0,1
1657,3,1,1959,160388.52,0,1,0,1
1193,4,3,1988,210501.72,0,1,0,1
2759,2,3,1958,348052.75,0,1,0,1
1533,5,1,1971,142084.44,0,1,0,1
2895,2,1,1968,322717.66,0,1,0,1
1291,3,3,1984,257735.22,0,1,0,1
2358,4,1,1974,213886.7,0,1,0,1
1731,5,3,2018,188531.72,0,1,0,1
1115,3,3,2011,115534.84,0,1,0,1
1531,2,2,1971,150962.62,0,1,0,1
1058,5,3,1951,77791.086,0,1,0,1
1950,4,2,1967,255724.23,0,1,0,1
2145,4,2,1992,191037.55,0,1,0,1
1618,2,2,1967,153778.4,0,1,0,1
1897,2,3,1970,200096.97,0,1,0,1
2085,4,2,2016,238667.81,0,1,0,1
2279,5,1,1996,260991.64,0,1,0,1
1347,5,2,1962,178699.53,0,1,0,1
1316,5,2,1954,164930.0,0,1,0,1
2071,3,2,1959,209916.64,0,1,0,1
1313,3,2,1999,149857.4,0,1,0,1
2892,2,2,1982,336345.94,0,1,0,1
2378,5,3,1979,308774.75,0,1,0,1
2727,5,3,2019,277058.12,0,1,0,1
2115,4,2,2010,199679.5,0,1,0,1
2288,3,1,1967,353292.5,0,1,0,1
2465,5,3,1959,410660.16,0,1,0,1
2599,3,1,2004,249253.56,0,1,0,1
1857,2,2,2012,198515.55,0,1,0,1
1803,3,2,2012,202184.67,0,1,0,1
2780,4,1,2011,351950.7,0,1,0,1
2597,5,2,2012,294775.1,0,1,0,1
1937,4,3,1978,239518.39,0,1,0,1
1053,5,3,1994,223625.92,0,1,0,1
1615,5,1,1989,113278.81,0,1,0,1
2082,5,2,1972,259379.27,0,1,0,1
2063,2,1,1971,64458.312,0,1,0,1
1715,3,3,2012,186845.72,0,1,0,1
1394,4,1,1998,177526.81,0,1,0,1
1857,3,1,1956,182696.92,0,1,0,1
1657,4,3,1957,174198.92,0,1,0,1
2341,5,3,1965,258234.0,0,1,0,1
1383,4,2,1989,115790.836,0,1,0,1
1504,5,1,2011,145880.06,0,1,0,1
1238,3,2,1997,148868.73,0,1,0,1
2152,3,3,1998,301212.4,0,1,0,1
1684,2,1,2019,257191.16,0,1,0,1
1155,4,3,2014,72174.67,0,1,0,1
2940,4,3,1991,349308.47,0,1,0,1
1902,5,3,1976,298781.2,0,1,0,1
2813,4,1,1972,385200.44,0,1,0,1
1387,4,1,1953,151616.52,0,1,0,1
2363,2,3,1953,293463.3,0,1,0,1
2892,2,3,2006,309376.62,0,1,0,1
1203,4,2,1988,126764.19,0,1,0,1
1160,3,1,1991,63251.57,0,1,0,1
1391,4,3,2007,186243.38,0,1,0,1
2700,5,1,1978,303766.03,0,1,0,1
1892,4,1,1952,238448.44,0,1,0,1
1404,3,2,2011,185491.12,0,1,0,1
2698,3,1,1993,366707.72,0,1,0,1
1827,2,3,2000,175974.98,0,1,0,1
1689,2,3,1987,193702.27,0,1,0,1
2240,2,3,1986,232544.23,0,1,0,1
1365,4,2,1984,120129.375,0,1,0,1
2287,4,1,1983,228270.25,0,1,0,1
2205,5,2,1995,273606.62,0,1,0,1
1956,4,3,1977,271251.16,0,1,0,1
1572,3,1,2016,158587.02,0,1,0,1
2678,5,3,1994,300504.75,0,1,0,1
2423,5,2,2021,199085.89,0,1,0,1
1252,2,2,1977,190205.61,0,1,0,1
2722,5,2,1982,310344.56,0,1,0,1
2994,4,2,1966,355288.38,0,1,0,1
1507,3,3,2016,128286.11,0,1,0,1
1597,4,1,2016,166058.81,0,1,0,1
1113,3,1,2010,149488.47,0,1,0,1
2456,2,1,2001,198804.38,0,1,0,1
1991,2,2,2002,188172.23,0,1,0,1
2379,3,1,1983,226030.72,0,1,0,1
2951,5,1,1973,306712.66,0,1,0,1
1708,5,3,1959,224787.0,0,1,0,1
1536,4,3,1975,194521.66,0,1,0,1
2596,4,1,1995,281897.8,0,1,0,1
1572,4,2,1981,139077.98,0,1,0,1
1993,4,2,1952,269599.56,0,1,0,1
1539,3,3,1975,236930.33,0,1,0,1
2732,5,2,2010,342146.8,0,1,0,1
2491,4,3,1968,295664.47,0,1,0,1
2944,5,3,2005,355540.25,0,1,0,1
2037,2,2,1957,220510.14,0,1,0,1
2738,3,3,2000,272552.44,0,1,0,1
1188,2,1,2020,134834.95,0,1,0,1
1913,4,2,1976,121620.37,0,1,0,1
1693,4,1,1984,231067.78,0,1,0,1
2745,3,2,1994,285328.5,0,1,0,1
2366,5,1,1968,417149.94,0,1,0,1
2534,3,3,1986,308420.47,0,1,0,1
1856,5,1,1968,279109.78,0,1,0,1
2205,3,2,1950,330607.75,0,1,0,1
1832,3,1,1992,142093.12,0,1,0,1
1192,3,3,1961,65590.32,0,1,0,1
1092,2,3,2015,242721.92,0,1,0,1
1653,2,1,2007,178107.34,0,1,0,1
2457,3,1,1958,204296.75,0,1,0,1
2135,5,2,2005,328219.78,0,1,0,1
2319,3,3,1972,300868.4,0,1,0,1
1642,2,3,2008,176616.22,0,1,0,1
2179,5,2,2014,189254.27,0,1,0,1
1012,4,3,1960,130472.53,0,1,0,1
1944,2,1,1973,254697.27,0,1,0,1
2857,4,1,1970,300600.6,0,1,0,1
2827,3,1,1976,324909.6,0,1,0,1
2610,3,3,1976,404402.47,0,1,0,1
2991,3,2,1994,230683.16,0,1,0,1
2834,4,1,1999,250269.38,0,1,0,1
1659,3,3,1960,240400.89,0,1,0,1
2031,5,1,2018,215756.67,0,1,0,1
2052,4,3,1954,264218.5,0,1,0,1
1438,3,1,1980,193372.27,0,1,0,1
2167,2,3,2000,197482.2,0,1,0,1
1518,5,2,1985,247140.73,0,1,0,1
2204,4,2,1975,267929.22,0,1,0,1
2279,5,2,1962,274139.16,0,1,0,1
2534,4,3,1957,257064.31,0,1,0,1
1930,2,3,2014,252190.16,0,1,0,1
1211,4,1,1993,113459.41,0,1,0,1
2828,5,2,2006,320969.2,0,1,0,1
2774,3,3,2008,408713.0,0,1,0,1
1824,2,3,2020,128152.21,0,1,0,1
1365,4,1,1971,202102.86,0,1,0,1
1379,5,1,1951,136488.81,0,1,0,1
2766,3,3,1997,302695.78,0,1,0,1
2087,3,3,1989,303013.4,0,1,0,1
2373,5,1,1986,283756.5,0,1,0,1
2121,4,1,1978,127640.625,0,1,0,1
1275,5,1,1988,31616.79,0,1,0,1
2381,2,1,1980,245940.48,0,1,0,1
1563,5,2,1962,212320.42,0,1,0,1
1484,4,2,2017,166092.3,0,1,0,1
2828,2,2,1971,316509.22,0,1,0,1
1235,2,3,2003,170811.8,0,1,0,1
1109,4,3,1961,112369.76,0,1,0,1
1903,5,3,2003,322050.38,0,1,0,1
2083,2,3,1999,254948.31,0,1,0,1
1038,5,1,1977,121576.97,0,1,0,1
2563,4,2,2003,272355.1,0,1,0,1
2443,5,3,2016,360140.28,0,1,0,1
1035,2,3,1962,61374.113,0,1,0,1
1382,4,2,2007,251336.95,0,1,0,1
2399,2,1,1957,222980.73,0,1,0,1
2494,4,1,1957,380675.16,0,1,0,1
2398,3,1,1994,281982.2,0,1,0,1
2325,5,3,1981,269295.56,0,1,0,1
2213,2,2,1979,244650.75,0,1,0,1
2447,5,3,1970,391951.3,0,1,0,1
2151,4,3,1980,257327.19,0,1,0,1
2135,4,2,2012,190233.67,0,1,0,1
2270,4,1,1995,272074.28,0,1,0,1
2513,3,1,1952,306120.66,0,1,0,1
2462,3,1,1997,219628.27,0,1,0,1
1180,5,2,1973,198987.81,0,1,0,1
1225,3,2,1956,59218.105,0,1,0,1
1776,4,1,1979,259970.98,0,1,0,1
2932,3,2,1998,392850.62,0,1,0,1
2394,2,1,1991,300178.47,0,1,0,1
1935,2,1,1962,225603.3,0,1,0,1
2936,3,3,1960,239597.19,0,1,0,1
2422,3,2,1977,307886.8,0,1,0,1
1105,4,3,1957,27651.668,0,1,0,1
1830,5,2,2003,259470.03,0,1,0,1
2548,4,2,2011,227607.05,0,1,0,1
2241,4,3,1951,144176.83,0,1,0,1
1844,4,2,2009,246506.55,0,1,0,1
2743,4,1,1988,272909.94,0,1,0,1
1446,5,1,1982,209721.25,0,1,0,1
2451,3,2,1954,187244.25,0,1,0,1
1760,2,3,2014,252989.27,0,1,0,1
1226,4,1,1979,159455.89,0,1,0,1
2041,3,2,1958,146221.06,0,1,0,1
2413,2,3,1994,294253.53,0,1,0,1
1187,3,3,1995,258196.92,0,1,0,1
2881,4,2,2010,326354.0,0,1,0,1
1309,3,1,2010,118647.98,0,1,0,1
2816,4,2,2010,384593.62,0,1,0,1
2695,4,1,1960,317425.16,0,1,0,1
1485,2,2,1957,224426.03,0,1,0,1
2445,2,3,1981,238665.55,0,1,0,1
1119,3,3,2002,156184.44,0,1,0,1
2666,5,3,1968,344595.44,0,1,0,1
1405,3,2,2015,166417.92,0,1,0,1
2020,2,1,2004,236981.6,0,1,0,1
2634,3,1,1964,270459.94,0,1,0,1
1905,3,1,1970,285683.0,0,1,0,1
1698,4,1,2003,113040.086,0,1,0,1
2099,3,3,2005,281416.28,0,1,0,1
2278,3,2,1980,208326.28,0,1,0,1
2860,2,2,1986,290398.1,0,1,0,1
2725,3,3,1967,359033.6,0,1,0,1
1307,3,2,1981,124226.4,0,1,0,1
2150,2,1,1968,131144.0,0,1,0,1
1724,4,2,1968,176715.02,0,1,0,1
1761,5,1,1956,98269.27,0,1,0,1
2510,4,2,2018,258687.89,0,1,0,1
1638,5,1,1964,176776.27,0,1,0,1
1937,2,3,1959,157732.05,0,1,0,1
2649,5,1,1966,335432.12,0,1,0,1
2968,5,1,1950,213797.16,0,1,0,1
1480,5,3,2004,184558.22,0,1,0,1
2996,4,1,2012,353516.16,0,1,0,1
2296,2,1,1954,287063.03,0,1,0,1
2943,5,1,1982,304676.56,0,1,0,1
2799,3,2,1984,334626.88,0,1,0,1
1314,5,1,1983,26423.633,0,1,0,1
2497,5,2,2013,340800.38,0,1,0,1
1780,4,1,1963,186435.17,0,1,0,1
2252,3,2,1991,207667.25,0,1,0,1
2724,5,3,1986,363579.6,0,1,0,1
1721,2,2,2019,97845.95,0,1,0,1
1497,4,1,2010,149516.44,0,1,0,1
2117,5,3,1977,311629.12,0,1,0,1
1780,5,2,1971,179055.66,0,1,0,1
2490,3,1,2013,296532.22,0,1,0,1
1627,2,1,1995,93755.266,0,1,0,1
1142,4,1,1996,137446.33,0,1,0,1
2203,5,1,1986,189480.42,0,1,0,1
2387,4,1,1965,236174.36,0,1,0,1
1564,3,1,1979,165270.25,0,1,0,1
2717,2,1,1975,271681.4,0,1,0,1
2024,2,2,1975,255668.34,0,1,0,1
1952,5,1,2001,258923.31,0,1,0,1
2690,3,1,1957,244351.02,0,1,0,1
2725,2,3,2004,238310.5,0,1,0,1
1882,2,1,1993,234569.11,0,1,0,1
1415,5,2,1988,205614.58,0,1,0,1
2876,4,2,1951,316460.7,0,1,0,1
2430,2,1,1960,252580.4,0,1,0,1
2591,2,2,1990,232148.0,0,1,0,1
1341,5,1,1976,156550.83,0,1,0,1
1613,4,2,2015,222521.6,0,1,0,1
1492,5,3,1987,263873.34,0,1,0,1
2735,5,2,2007,295216.47,0,1,0,1
2256,2,3,2002,292062.66,0,1,0,1
1138,3,3,1964,216479.58,0,1,0,1
1855,4,1,1996,257825.23,0,1,0,1
2172,4,2,1981,208222.69,0,1,0,1
2473,4,2,1998,284858.22,0,1,0,1
2086,4,2,1999,222605.0,0,1,0,1
1103,3,1,1962,97960.81,0,1,0,1
2874,2,2,2017,279490.66,0,1,0,1
1667,3,2,2009,273283.62,0,1,0,1
2029,5,2,2016,279067.44,0,1,0,1
2985,4,2,1998,328194.25,0,1,0,1
2394,5,2,2009,211997.78,0,1,0,1
2241,2,3,1953,219802.33,0,1,0,1
1176,3,2,2000,181346.34,0,1,0,1
2322,5,1,1992,282550.66,0,1,0,1
2292,2,1,1957,230073.12,0,1,0,1
2311,2,3,1980,260752.97,0,1,0,1
1976,3,1,1981,251045.77,0,1,0,1
2128,5,2,1986,241222.69,0,1,0,1
2270,3,2,1976,267759.56,0,1,0,1
2517,2,2,2012,139158.27,0,1,0,1
1082,4,2,1957,46909.906,0,1,0,1
1896,2,2,1997,278159.6,0,1,0,1
1369,3,3,1950,155979.11,0,1,0,1
1899,3,2,1959,240375.47,0,1,0,1
2515,3,3,2019,294531.3,0,1,0,1
1136,2,1,1976,134093.95,0,1,0,1
1183,3,2,1978,29695.883,0,1,0,1
2611,5,2,1951,291074.03,0,1,0,1
2310,4,3,2006,282043.88,0,1,0,1
2534,5,3,1982,288923.38,0,1,0,1
1801,5,2,1983,93424.5,0,1,0,1
1509,5,2,2004,176194.19,0,1,0,1
2983,3,3,2009,345503.38,0,1,0,1
1151,2,2,1956,149555.16,0,1,0,1
2306,3,1,1987,287941.2,0,1,0,1
2186,4,1,1950,230771.92,0,1,0,1
1459,4,2,1960,268657.44,0,1,0,1
1104,2,2,2011,156863.0,0,1,0,1
2579,4,3,1954,276963.5,0,1,0,1
2305,4,2,1989,220554.7,0,1,0,1
1161,4,1,1982,160271.86,0,1,0,1
1433,3,1,2005,173046.08,0,1,0,1
2494,2,1,1989,294233.75,0,1,0,1
1128,3,1,1985,54590.613,0,1,0,1
2269,2,3,1950,231020.17,0,1,0,1
2922,2,2,2012,228927.1,0,1,0,1
1148,2,1,1971,132643.8,0,1,0,1
1627,2,3,2005,153176.88,0,1,0,1
2492,2,3,1956,289858.44,0,1,0,1
1293,5,2,1963,77854.74,0,1,0,1
2788,4,3,1965,295840.7,0,1,0,1
2048,4,1,1994,248619.72,0,1,0,1
1874,3,1,1993,269821.03,0,1,0,1
2326,2,1,1950,162455.52,0,1,0,1
1529,2,3,1959,215092.2,0,1,0,1
1738,3,3,1956,207197.92,0,1,0,1
1725,3,1,1998,197764.72,0,1,0,1
1871,3,3,1984,235909.73,0,1,0,1
2986,3,2,2004,293758.44,0,1,0,1
2575,2,3,1951,332725.3,0,1,0,1
2008,4,1,1986,314097.8,0,1,0,1
1572,2,1,1991,205927.4,0,1,0,1
2260,4,1,2005,231080.53,0,1,0,1
2716,4,2,1960,265907.3,0,1,0,1
1548,3,2,1992,164396.47,0,1,0,1
1869,3,2,2017,133350.36,0,1,0,1
2594,2,1,2000,343738.9,0,1,0,1
2537,3,1,1963,324282.53,0,1,0,1
2472,5,2,1957,359195.34,0,1,0,1
1359,3,3,1991,185069.31,0,1,0,1
1818,5,2,1991,245467.9,0,1,0,1
2802,2,3,2001,351577.12,0,1,0,1
2958,4,1,1997,348880.38,0,1,0,1
1716,4,3,2020,250655.3,0,1,0,1
1959,5,2,2020,243677.02,0,1,0,1
2468,4,3,1999,313333.25,0,1,0,1
1892,3,2,2016,165770.64,0,1,0,1
2913,2,3,1982,259543.03,0,1,0,1
1697,5,1,2013,195292.73,0,1,0,1
2518,2,1,1968,320089.12,0,1,0,1
1896,3,3,1978,214571.33,0,1,0,1
1277,4,3,1951,140889.58,0,1,0,1
1110,4,2,1972,208599.67,0,1,0,1
2856,3,3,1969,209688.52,0,1,0,1
2214,3,1,1981,302092.9,0,1,0,1
2513,3,3,1976,185674.23,0,1,0,1
2449,4,3,1983,167723.33,0,1,0,1
2358,5,2,1991,255041.02,0,1,0,1
2232,2,1,1962,267089.97,0,1,0,1
1610,3,1,1957,201406.5,0,1,0,1
1007,2,3,2020,59661.387,0,1,0,1
1701,2,3,2005,162217.56,0,1,0,1
1165,5,3,1982,161827.1,0,1,0,1
1495,4,2,1982,69340.74,0,1,0,1
1162,3,2,1991,118572.36,0,1,0,1
2262,4,3,2007,288645.22,0,1,0,1
2468,3,2,1956,346804.97,0,1,0,1
1654,5,1,1981,151354.33,0,1,0,1
2845,2,2,2012,282746.4,0,1,0,1
1268,2,2,1988,89185.695,0,1,0,1
2776,5,3,1954,418034.03,0,1,0,1
1674,5,3,1995,268735.38,0,1,0,1
2083,3,3,2021,160445.72,0,1,0,1
1569,2,2,1992,192192.97,0,1,0,1
2840,5,1,1984,334441.22,0,1,0,1
2953,5,2,1958,395123.28,0,1,0,1
1025,2,1,1982,77465.45,0,1,0,1
2028,3,3,2004,192457.72,0,1,0,1
1985,3,1,1976,235096.55,0,1,0,1
1709,4,1,1955,148607.45,0,1,0,1
2471,3,3,1957,209649.83,0,1,0,1
1753,5,3,2013,237262.9,0,1,0,1
2411,5,2,1967,226287.1,0,1,0,1
2272,3,2,2021,282041.84,0,1,0,1
2485,5,3,1959,290190.25,0,1,0,1
1383,3,3,1960,171246.78,0,1,0,1
2422,3,1,1985,360911.5,0,1,0,1
1018,5,3,2018,100794.94,0,1,0,1
1574,4,3,1979,170165.56,0,1,0,1
2938,5,2,2008,402386.0,0,1,0,1
2698,2,3,2017,341818.12,0,1,0,1
2951,2,2,1980,332296.4,0,1,0,1
1431,5,1,1983,82014.85,0,1,0,1
1380,4,1,2006,197024.11,0,1,0,1
1144,2,3,2012,57599.504,0,1,0,1
2350,4,2,1997,313761.47,0,1,0,1
1362,2,1,1985,145240.02,0,1,0,1
2187,2,3,1994,158071.05,0,1,0,1
2164,3,1,1983,244073.89,0,1,0,1
1397,3,1,2001,156713.12,0,1,0,1
2956,4,2,1975,329518.22,0,1,0,1
1186,5,1,1970,147073.73,0,1,0,1
1731,2,1,1992,197862.06,0,1,0,1
2935,3,3,1984,315214.2,0,1,0,1
1428,3,2,1988,219792.31,0,1,0,1
1857,4,3,2016,223450.83,0,1,0,1
2307,4,2,2019,262586.53,0,1,0,1
1236,2,1,1961,78638.05,0,1,0,1
2310,5,1,2009,334926.2,0,1,0,1
1757,5,3,2014,133658.02,0,1,0,1
2806,3,3,1980,289044.97,0,1,0,1
1170,4,2,1966,145635.9,0,1,0,1
2510,2,2,2001,206427.11,0,1,0,1
2580,3,1,1992,217321.3,0,1,0,1
1582,5,3,1987,224299.2,0,1,0,1
1370,2,1,2004,177982.38,0,1,0,1
1102,4,1,1993,213964.11,0,1,0,1
2908,2,1,1969,299214.84,0,1,0,1
1422,2,3,1974,197117.88,0,1,0,1
1571,2,1,1961,62387.832,0,1,0,1
1452,3,3,1964,134067.48,0,1,0,1
2925,4,2,1954,379199.75,0,1,0,1
2975,3,3,2011,419473.88,0,1,0,1
2641,2,3,1957,351960.25,0,1,0,1
2764,5,2,2011,258867.28,0,1,0,1
1446,2,3,1963,174944.16,0,1,0,1
1810,4,2,1959,178459.92,0,1,0,1
2119,5,2,1968,270690.47,0,1,0,1
1848,5,2,2018,240234.92,0,1,0,1
1808,4,1,1989,251143.47,0,1,0,1
2924,5,2,1975,322540.56,0,1,0,1
2527,2,1,1955,231014.67,0,1,0,1
2314,3,2,2010,228523.9,0,1,0,1
1778,5,3,2009,286020.5,0,1,0,1
1972,4,2,2016,235195.36,0,1,0,1
2001,4,2,1994,206035.88,0,1,0,1
2339,3,1,1978,230431.95,0,1,0,1
1075,5,1,1993,88959.52,0,1,0,1
2293,5,3,2003,258498.19,0,1,0,1
1224,2,3,2005,98663.48,0,1,0,1
1883,3,2,2006,171211.47,0,1,0,1
2750,5,1,1985,273964.47,0,1,0,1
1029,4,1,1962,134257.39,0,1,0,1
1923,4,2,1954,119833.28,0,1,0,1
1494,4,1,1974,62533.355,0,1,0,1
2513,5,1,2007,318228.6,0,1,0,1
2016,5,3,2010,215835.33,0,1,0,1
2337,4,1,2014,258413.05,0,1,0,1
2378,2,3,2005,194696.67,0,1,0,1
1115,5,3,1992,114072.03,0,1,0,1
1047,3,3,1959,114776.26,0,1,0,1
2761,3,2,2002,275062.94,0,1,0,1
2801,4,2,2009,316486.38,0,1,0,1
2482,5,1,1953,334159.8,0,1,0,1
2620,2,3,1971,271067.4,0,1,0,1
1902,5,1,1960,172587.5,0,1,0,1
