SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,state_Rural,state_Suburb,state_Urban,0
1052,2,3,1978,163917.52,1,0,0,0
2474,5,1,2013,241334.88,1,0,0,0
2435,2,1,2013,341512.97,1,0,0,0
1757,4,3,2014,149201.25,1,0,0,0
1737,3,2,2000,151141.81,1,0,0,0
1719,5,1,2002,257311.31,1,0,0,0
1421,3,3,1999,232522.23,1,0,0,0
1711,4,2,1997,246438.5,1,0,0,0
1184,3,1,1984,166531.86,1,0,0,0
1005,5,2,1978,74634.21,1,0,0,0
2229,5,1,2016,313144.1,1,0,0,0
1386,3,3,2002,121426.72,1,0,0,0
2791,2,2,1971,283855.62,1,0,0,0
2200,2,3,1980,393599.62,1,0,0,0
2822,3,2,1957,189464.6,1,0,0,0
2368,4,2,1986,234654.08,1,0,0,0
1765,4,1,1975,145306.05,1,0,0,0
1387,4,2,1974,201450.14,1,0,0,0
1524,4,3,2014,176036.52,1,0,0,0
2580,2,1,1970,303843.62,1,0,0,0
1275,5,2,1979,134086.02,1,0,0,0
1336,5,2,1955,175817.84,1,0,0,0
1931,4,3,2012,249783.1,1,0,0,0
2920,4,3,2000,275862.25,1,0,0,0
1910,5,2,1983,189789.88,1,0,0,0
2351,2,2,2020,207625.61,1,0,0,0
2302,3,3,2021,182849.08,1,0,0,0
2958,4,2,1953,298497.7,1,0,0,0
2520,3,2,1971,272541.4,1,0,0,0
1155,4,2,2016,123141.51,1,0,0,0
2295,2,3,1956,238645.4,1,0,0,0
2309,2,2,2020,373197.75,1,0,0,0
1870,2,3,1976,228264.12,1,0,0,0
1012,5,3,2015,155825.7,1,0,0,0
1607,5,2,1978,185529.89,1,0,0,0
1237,5,1,1967,181555.4,1,0,0,0
2361,4,3,1979,248356.39,1,0,0,0
1660,5,2,1974,159156.86,1,0,0,0
1848,4,2,1986,189260.88,1,0,0,0
1935,3,3,1970,225504.0,1,0,0,0
1383,5,3,1955,146855.64,1,0,0,0
1925,2,2,1990,201168.62,1,0,0,0
1416,5,3,1997,150779.23,1,0,0,0
1648,4,2,1986,123374.96,1,0,0,0
2390,5,3,2014,321254.16,1,0,0,0
2067,2,2,1999,281724.62,1,0,0,0
1738,4,3,1979,139179.2,1,0,0,0
2866,5,1,1983,319998.3,1,0,0,0
2823,2,1,2007,348078.75,1,0,0,0
2806,4,3,1980,271564.38,1,0,0,0
2016,3,2,1980,180845.5,1,0,0,0
1071,3,2,2006,104438.164,1,0,0,0
2291,4,3,2005,254847.73,1,0,0,0
1106,3,1,2012,106344.74,1,0,0,0
2255,4,2,2016,275835.5,1,0,0,0
2065,4,3,1975,296726.7,1,0,0,0
1272,4,3,1974,54360.215,1,0,0,0
2504,2,1,2008,254175.23,1,0,0,0
1505,5,3,2015,179176.1,1,0,0,0
2748,5,2,1971,326655.56,1,0,0,0
1423,2,2,2008,184353.02,1,0,0,0
1389,2,1,1953,176816.77,1,0,0,0
1945,5,1,1995,272705.75,1,0,0,0
2956,4,3,2004,275533.5,1,0,0,0
1821,4,3,1958,181458.2,1,0,0,0
2394,3,1,1990,210826.2,1,0,0,0
1816,5,2,1976,171509.19,1,0,0,0
1272,2,1,1955,226822.66,1,0,0,0
2170,2,2,1991,229380.06,1,0,0,0
1183,3,1,1955,254965.86,1,0,0,0
2051,5,3,1974,322899.6,1,0,0,0
2142,3,1,1956,310583.66,1,0,0,0
1292,2,3,1960,193652.28,1,0,0,0
2749,5,2,1974,348298.34,1,0,0,0
2699,5,3,1994,257040.5,1,0,0,0
1057,4,1,1992,213693.56,1,0,0,0
1307,3,3,1999,98780.9,1,0,0,0
2209,4,3,2002,237142.39,1,0,0,0
1251,4,2,1956,145979.62,1,0,0,0
2378,5,1,2017,288165.1,1,0,0,0
1815,3,2,1999,255586.78,1,0,0,0
2831,5,3,2004,381431.2,1,0,0,0
1608,2,3,1970,129308.305,1,0,0,0
1446,4,2,1962,191470.83,1,0,0,0
2743,2,1,2001,385277.4,1,0,0,0
2957,2,3,1989,452870.62,1,0,0,0
1922,2,2,1972,278424.97,1,0,0,0
1366,2,2,2015,105316.75,1,0,0,0
1911,5,1,1966,153278.61,1,0,0,0
1653,4,1,1983,214435.84,1,0,0,0
2273,4,2,2003,317578.7,1,0,0,0
1629,5,3,2014,191618.98,1,0,0,0
2001,3,1,2005,146488.53,1,0,0,0
2383,2,3,1955,247354.72,1,0,0,0
2033,5,3,1952,234912.38,1,0,0,0
2234,2,2,2017,262911.0,1,0,0,0
2028,5,2,2016,215133.08,1,0,0,0
2977,2,2,1966,321248.34,1,0,0,0
2136,3,1,2014,252805.33,1,0,0,0
1270,3,3,2015,155047.53,1,0,0,0
2710,2,3,2006,290412.88,1,0,0,0
1350,3,1,1987,240456.66,1,0,0,0
1139,2,3,1982,130329.266,1,0,0,0
2155,5,1,2017,211213.8,1,0,0,0
1086,4,1,1971,86793.28,1,0,0,0
1182,2,3,1971,154750.77,1,0,0,0
1367,2,3,2010,268652.03,1,0,0,0
2401,5,3,2000,215510.61,1,0,0,0
1984,4,2,2006,196946.61,1,0,0,0
2456,2,2,1992,241033.22,1,0,0,0
1445,2,3,1969,164652.4,1,0,0,0
2504,5,1,2013,258224.9,1,0,0,0
1249,5,1,1965,169213.72,1,0,0,0
1877,2,3,1964,173924.39,1,0,0,0
1974,4,1,1954,256423.4,1,0,0,0
1788,5,3,1963,227991.83,1,0,0,0
1889,3,2,1985,285572.9,1,0,0,0
1470,4,3,2020,139905.72,1,0,0,0
2686,4,2,1985,362549.62,1,0,0,0
1191,3,3,2021,134941.34,1,0,0,0
2265,2,2,1972,263885.06,1,0,0,0
1137,4,1,1975,57294.914,1,0,0,0
2735,5,1,1979,310514.66,1,0,0,0
1502,5,2,2012,131922.47,1,0,0,0
1191,2,3,2004,138518.1,1,0,0,0
1004,4,2,1996,101994.766,1,0,0,0
2913,5,2,1950,312060.62,1,0,0,0
1310,3,3,1974,154119.92,1,0,0,0
2220,4,2,2008,233654.45,1,0,0,0
1584,3,3,1992,166659.9,1,0,0,0
2723,3,1,1952,263044.47,1,0,0,0
1029,2,3,1984,174234.42,1,0,0,0
1843,3,2,1951,77897.97,1,0,0,0
2991,2,3,1997,322288.25,1,0,0,0
2982,5,2,1987,333839.47,1,0,0,0
1731,2,3,1974,161269.45,1,0,0,0
1614,4,1,1959,190598.7,1,0,0,0
2758,5,2,1967,492195.25,1,0,0,0
2719,3,2,1995,333199.62,1,0,0,0
1673,3,1,1977,115788.0,1,0,0,0
1542,2,2,2013,269178.62,1,0,0,0
1384,4,2,2001,203600.67,1,0,0,0
1693,4,3,1959,234797.36,1,0,0,0
1404,5,1,1981,167976.05,1,0,0,0
1021,4,2,1977,198994.89,1,0,0,0
1677,5,1,1980,202347.98,1,0,0,0
2231,4,3,1961,266120.0,1,0,0,0
2710,3,1,1979,380553.88,1,0,0,0
1656,2,3,1963,189173.53,1,0,0,0
1589,5,2,1987,257647.25,1,0,0,0
1428,4,3,2011,130237.375,1,0,0,0
1365,3,2,1970,123826.6,1,0,0,0
2532,5,3,1973,263534.78,1,0,0,0
2268,3,3,1962,258049.22,1,0,0,0
1981,3,3,2020,159982.0,1,0,0,0
2838,5,1,1982,368397.78,1,0,0,0
1389,3,3,1982,169288.55,1,0,0,0
1145,3,3,1978,36721.242,1,0,0,0
2514,4,2,1987,315115.6,1,0,0,0
1418,4,3,2016,115452.27,1,0,0,0
2360,4,1,1986,269471.7,1,0,0,0
2939,4,3,1972,329128.0,1,0,0,0
2635,2,1,1960,267514.2,1,0,0,0
1043,5,2,2015,158715.03,1,0,0,0
2073,5,1,1952,230607.78,1,0,0,0
2088,2,3,1998,202493.0,1,0,0,0
1799,4,3,1985,165266.03,1,0,0,0
2989,2,1,1971,256011.44,1,0,0,0
1825,5,1,2014,213918.08,1,0,0,0
2151,2,2,2011,170678.88,1,0,0,0
2859,5,2,1985,304942.38,1,0,0,0
1807,4,3,1995,154741.31,1,0,0,0
2743,3,2,2004,240920.55,1,0,0,0
2213,4,2,1963,324940.4,1,0,0,0
2411,2,3,1974,331156.4,1,0,0,0
2887,2,2,2002,308056.97,1,0,0,0
1770,2,3,1985,215555.4,1,0,0,0
1791,5,2,1987,166739.27,1,0,0,0
1158,2,3,1983,197037.55,1,0,0,0
1200,2,1,1996,43816.184,1,0,0,0
1961,4,3,1978,169713.98,1,0,0,0
2799,5,1,1971,305058.56,1,0,0,0
2527,4,2,2011,274959.62,1,0,0,0
1875,5,2,1984,175137.92,1,0,0,0
2001,3,2,1955,201293.84,1,0,0,0
2336,2,1,1961,263539.2,1,0,0,0
1975,4,2,1976,261104.31,1,0,0,0
1881,5,3,1996,291921.22,1,0,0,0
1732,5,1,1978,233278.5,1,0,0,0
2633,4,3,1957,293014.7,1,0,0,0
1170,5,1,2012,115512.56,1,0,0,0
2405,3,1,2016,321874.8,1,0,0,0
1349,3,1,2005,136827.27,1,0,0,0
1493,2,1,1976,158599.9,1,0,0,0
1005,5,1,1980,93865.336,1,0,0,0
2913,3,2,2014,387898.72,1,0,0,0
2029,2,1,1969,325045.28,1,0,0,0
2129,5,2,2015,400904.97,1,0,0,0
2674,2,3,1953,251498.64,1,0,0,0
1958,4,1,1976,196576.06,1,0,0,0
1978,2,1,1989,183809.23,1,0,0,0
1415,2,1,2000,172126.52,1,0,0,0
1725,3,1,1984,163922.6,1,0,0,0
1453,5,1,2010,220918.45,1,0,0,0
2216,2,3,1984,155904.81,1,0,0,0
1758,4,1,2000,170390.33,1,0,0,0
2538,3,3,2009,241594.42,1,0,0,0
1250,2,3,1971,149365.8,1,0,0,0
1713,4,2,1983,199599.66,1,0,0,0
2070,3,1,1981,231480.83,1,0,0,0
2279,4,3,1962,184965.05,1,0,0,0
1280,3,3,1995,202712.25,1,0,0,0
1367,3,1,1951,291972.25,1,0,0,0
2609,5,3,1983,271235.6,1,0,0,0
1717,3,1,1975,158448.02,1,0,0,0
2517,2,2,1969,353065.12,1,0,0,0
1374,5,3,1966,161030.3,1,0,0,0
1638,5,2,2012,294997.7,1,0,0,0
2960,3,1,2015,244051.47,1,0,0,0
2048,4,1,1965,232259.7,1,0,0,0
1098,5,3,1964,33289.36,1,0,0,0
2546,3,1,1996,371402.97,1,0,0,0
1843,4,3,2004,191445.83,1,0,0,0
2387,5,1,2021,250431.39,1,0,0,0
1490,5,2,2016,107439.29,1,0,0,0
1430,3,2,2002,111865.19,1,0,0,0
1303,4,1,1967,202418.38,1,0,0,0
1297,3,1,1983,121535.76,1,0,0,0
1641,2,3,2010,137435.52,1,0,0,0
2286,4,3,1996,289261.16,1,0,0,0
2910,4,1,1973,344763.25,1,0,0,0
2965,3,2,1962,251269.94,1,0,0,0
1574,5,3,1993,209029.44,1,0,0,0
1375,4,3,2007,104943.875,1,0,0,0
1519,2,1,1998,190502.14,1,0,0,0
2860,3,1,1980,254245.0,1,0,0,0
1719,5,1,2019,118958.414,1,0,0,0
1795,2,1,1985,154306.88,1,0,0,0
1075,4,1,2016,104596.83,1,0,0,0
1925,2,3,2019,172195.14,1,0,0,0
2686,5,2,2010,334981.8,1,0,0,0
2094,4,3,1994,210711.08,1,0,0,0
2965,3,3,1956,411872.38,1,0,0,0
1617,3,2,1955,160310.12,1,0,0,0
1164,5,1,1998,209892.22,1,0,0,0
2683,2,2,1969,255211.55,1,0,0,0
1280,4,2,1991,190984.25,1,0,0,0
2921,5,3,1957,334213.0,1,0,0,0
1033,3,2,1980,194930.48,1,0,0,0
1652,2,1,1977,213160.9,1,0,0,0
2909,4,1,1981,304192.44,1,0,0,0
1220,4,2,2014,84495.8,1,0,0,0
2891,2,2,2014,328807.38,1,0,0,0
2938,2,3,1960,299372.34,1,0,0,0
1238,4,2,1977,202087.02,1,0,0,0
2032,5,1,2010,274458.9,1,0,0,0
2311,2,2,2000,282878.1,1,0,0,0
2540,3,3,1981,241625.81,1,0,0,0
2878,2,1,1992,429118.72,1,0,0,0
2610,3,3,1970,208060.28,1,0,0,0
2977,4,1,1992,360190.84,1,0,0,0
2859,5,3,2010,354839.06,1,0,0,0
1988,4,3,2001,249558.4,1,0,0,0
1588,3,1,1987,255479.73,1,0,0,0
2833,3,3,1972,198835.75,1,0,0,0
1134,5,2,1979,94381.055,1,0,0,0
2170,4,2,1987,263575.72,1,0,0,0
2182,5,1,1995,265316.84,1,0,0,0
1440,5,1,2012,196940.92,1,0,0,0
2212,3,2,2004,268119.66,1,0,0,0
1414,4,1,2014,140547.48,1,0,0,0
2630,4,2,2011,306781.12,1,0,0,0
2204,2,1,1984,188201.83,1,0,0,0
2857,2,2,2018,309474.28,1,0,0,0
1193,3,3,1968,188967.66,1,0,0,0
1315,4,1,2018,116086.62,1,0,0,0
2808,4,3,1962,340154.4,1,0,0,0
1422,4,2,1953,301997.16,1,0,0,0
1003,4,3,2009,130353.54,1,0,0,0
2994,5,3,1956,397428.44,1,0,0,0
2371,2,3,2017,248171.23,1,0,0,0
2204,5,2,1985,205291.58,1,0,0,0
2815,4,1,1979,368325.53,1,0,0,0
1530,3,3,2014,204108.67,1,0,0,0
2319,4,3,1958,253670.33,1,0,0,0
1817,3,2,2021,149323.12,1,0,0,0
2354,5,3,1999,212695.55,1,0,0,0
2218,4,1,2016,364608.66,1,0,0,0
1489,3,3,1964,214059.64,1,0,0,0
1880,2,2,2021,275331.56,1,0,0,0
2840,3,3,1986,228222.52,1,0,0,0
1655,2,1,1955,171565.52,1,0,0,0
2619,2,2,1981,323030.3,1,0,0,0
2119,3,2,1984,132450.11,1,0,0,0
1443,5,2,1962,240913.53,1,0,0,0
1297,4,3,2018,134511.66,1,0,0,0
1844,5,3,2012,287393.5,1,0,0,0
1553,2,1,1976,177624.14,1,0,0,0
1420,2,2,1975,68480.984,1,0,0,0
2269,5,1,2013,226713.67,1,0,0,0
2260,2,3,2016,91677.44,1,0,0,0
2557,5,3,2017,230257.62,1,0,0,0
1184,2,2,2014,136165.72,1,0,0,0
1335,3,1,2001,105022.5,1,0,0,0
2345,3,2,1968,262546.34,1,0,0,0
1587,5,1,2003,186009.61,1,0,0,0
2881,5,3,2014,286214.06,1,0,0,0
2887,2,3,2004,352857.84,1,0,0,0
1059,2,2,1997,117973.92,1,0,0,0
1320,3,2,2008,214012.97,1,0,0,0
2659,3,2,1962,193963.05,1,0,0,0
2699,4,1,1979,355770.25,1,0,0,0
2431,3,1,1994,220602.12,1,0,0,0
1568,4,3,2012,232459.75,1,0,0,0
2101,3,3,2002,277423.66,1,0,0,0
2217,5,3,1981,241061.08,1,0,0,0
2308,4,3,1986,314652.7,1,0,0,0
1526,2,1,1998,150152.77,1,0,0,0
2179,3,3,2010,259737.1,1,0,0,0
1124,5,2,1967,75053.71,1,0,0,0
1870,3,1,2006,189459.73,1,0,0,0
1916,3,2,1984,283539.56,1,0,0,0
2751,5,3,1959,321240.0,1,0,0,0
2933,4,2,1999,299789.88,1,0,0,0
2173,4,3,1994,279727.28,1,0,0,0
2477,2,3,1970,310950.8,1,0,0,0
1035,5,3,1955,202539.56,1,0,0,0
2443,2,1,2009,218715.86,1,0,0,0
1439,2,1,1962,172927.81,1,0,0,0
1940,5,1,1987,263821.72,1,0,0,0
1163,3,3,2015,128658.71,1,0,0,0
2423,4,3,1967,256707.7,1,0,0,0
1964,2,2,1972,241612.52,1,0,0,0
2778,4,1,1952,381653.5,1,0,0,0
2485,5,1,1978,320524.38,1,0,0,0
1911,2,3,1983,209158.62,1,0,0,0
2004,4,1,2004,280264.94,1,0,0,0
2622,4,3,2003,284045.25,1,0,0,0
2550,3,1,1981,274178.03,1,0,0,0
1680,3,3,1992,169235.94,1,0,0,0
2333,5,3,1990,254549.58,1,0,0,0
1494,3,3,1987,198641.05,1,0,0,0
1609,2,2,1967,187427.5,1,0,0,0
1108,2,3,2009,182933.75,1,0,0,0
2818,5,2,2019,287941.75,1,0,0,0
1371,5,3,1991,190658.9,1,0,0,0
2268,5,1,1961,219619.19,1,0,0,0
2378,4,1,1975,241574.88,1,0,0,0
1082,5,3,1987,124829.14,1,0,0,0
2133,3,3,1997,168339.95,1,0,0,0
1935,2,1,1957,155361.97,1,0,0,0
2932,3,1,2013,336101.44,1,0,0,0
1250,4,2,2005,246246.05,1,0,0,0
1290,3,3,1951,62549.703,1,0,0,0
2820,5,3,1993,232839.08,1,0,0,0
2964,5,3,1996,291463.94,1,0,0,0
2624,2,2,1989,273187.1,1,0,0,0
1640,3,2,1952,207397.14,1,0,0,0
2747,3,1,1990,341510.9,1,0,0,0
1607,3,3,1999,142717.0,1,0,0,0
1053,2,2,1987,171158.66,1,0,0,0
2555,3,3,1982,290320.47,1,0,0,0
2581,2,2,2006,292182.28,1,0,0,0
2918,2,1,2007,334186.25,1,0,0,0
1057,3,3,2014,199460.27,1,0,0,0
2460,4,2,1968,242567.88,1,0,0,0
2872,5,2,1954,282278.5,1,0,0,0
2349,5,3,1980,295661.0,1,0,0,0
1007,3,2,2001,65088.055,1,0,0,0
2135,4,1,1980,306776.28,1,0,0,0
1130,3,1,2018,104851.125,1,0,0,0
1211,3,2,2003,139487.47,1,0,0,0
1275,2,1,1981,154228.5,1,0,0,0
1170,3,3,1995,178935.83,1,0,0,0
2464,2,2,1994,258181.05,1,0,0,0
1110,3,3,2008,212046.11,1,0,0,0
2066,3,1,2015,282657.56,1,0,0,0
2991,5,3,1993,349747.62,1,0,0,0
1298,3,1,1998,133562.7,1,0,0,0
1923,2,2,1953,192029.03,1,0,0,0
1136,3,2,1960,195632.97,1,0,0,0
2574,4,2,2018,346205.78,1,0,0,0
2230,4,3,1992,303961.9,1,0,0,0
1665,3,2,2015,148306.19,1,0,0,0
1410,4,1,1962,98926.61,1,0,0,0
1941,2,3,1970,170017.67,1,0,0,0
2392,2,2,1976,262874.38,1,0,0,0
2600,3,3,2002,243961.11,1,0,0,0
2255,4,3,1971,190565.92,1,0,0,0
1327,2,2,1967,228176.33,1,0,0,0
1051,5,3,1959,71787.52,1,0,0,0
2909,4,2,1987,285308.44,1,0,0,0
1375,4,3,2011,164462.77,1,0,0,0
1358,2,1,1962,202430.45,1,0,0,0
2340,3,1,1988,200042.86,1,0,0,0
2347,2,2,1980,315562.1,1,0,0,0
2901,5,1,1951,346104.4,1,0,0,0
2962,4,2,1965,235191.02,1,0,0,0
2586,3,2,1955,310309.94,1,0,0,0
1599,4,3,1963,204032.17,1,0,0,0
1719,5,1,1976,236295.55,1,0,0,0
1117,3,1,1984,192111.95,1,0,0,0
1115,3,3,1958,76085.33,1,0,0,0
1259,5,1,2017,91193.02,1,0,0,0
1304,4,1,1960,166435.66,1,0,0,0
1365,5,1,2009,152145.45,1,0,0,0
2371,3,2,1989,309291.03,1,0,0,0
2238,5,2,2011,266249.28,1,0,0,0
1790,3,2,2010,144921.27,1,0,0,0
2563,3,1,1955,259287.28,1,0,0,0
1366,2,1,2012,79992.9,1,0,0,0
1312,4,1,1980,233173.92,1,0,0,0
1537,2,2,1984,204731.6,1,0,0,0
2187,5,2,1996,218227.1,1,0,0,0
1781,5,3,2005,240756.94,1,0,0,0
1347,4,1,2020,168996.36,1,0,0,0
1719,5,3,1997,125414.07,1,0,0,0
1499,2,3,1976,188190.11,1,0,0,0
2116,2,1,1993,246044.64,1,0,0,0
1078,4,3,1953,96051.88,1,0,0,0
2240,2,2,1950,260832.98,1,0,0,0
1506,2,2,2007,144965.6,1,0,0,0
1243,5,1,1952,144991.42,1,0,0,0
2542,3,1,1951,208244.14,1,0,0,0
2192,4,3,1975,279134.38,1,0,0,0
1649,5,1,1963,145108.3,1,0,0,0
2519,5,1,2008,198623.33,1,0,0,0
2211,3,2,1973,271700.12,1,0,0,0
2539,2,1,2011,292276.34,1,0,0,0
1729,4,3,1986,177820.97,1,0,0,0
2283,3,1,2020,247065.48,1,0,0,0
1070,5,2,1969,93508.19,1,0,0,0
1188,4,1,1992,133428.92,1,0,0,0
2543,5,1,2015,272223.94,1,0,0,0
1919,2,1,1968,221246.53,1,0,0,0
1291,5,2,1983,173197.38,1,0,0,0
2306,3,3,1997,299145.2,1,0,0,0
1376,5,3,1973,235627.25,1,0,0,0
2681,3,2,1998,172486.2,1,0,0,0
2179,2,1,1965,235042.8,1,0,0,0
1527,5,3,1994,232142.5,1,0,0,0
1558,2,1,1958,240874.11,1,0,0,0
2210,4,1,1953,270797.03,1,0,0,0
2512,5,1,1967,294701.12,1,0,0,0
2667,4,1,1956,263198.84,1,0,0,0
1541,2,1,2005,235316.03,1,0,0,0
2693,5,1,1955,283205.4,1,0,0,0
2301,2,1,1983,274144.94,1,0,0,0
2089,3,1,2018,203140.56,1,0,0,0
1692,2,2,1968,141073.78,1,0,0,0
1382,2,3,1955,144798.84,1,0,0,0
1598,4,1,2008,176869.39,1,0,0,0
2772,3,1,1965,362691.4,1,0,0,0
2735,2,3,1963,351410.56,1,0,0,0
1018,3,2,1967,158263.73,1,0,0,0
2124,3,1,1953,213020.9,1,0,0,0
2937,4,1,1985,366548.8,1,0,0,0
2789,4,3,1959,286018.94,1,0,0,0
2380,4,2,2007,181498.67,1,0,0,0
2961,5,3,1959,271072.06,1,0,0,0
2547,5,2,1955,253857.78,1,0,0,0
1904,2,3,1995,229437.12,1,0,0,0
2269,3,1,1977,304469.75,1,0,0,0
2725,2,3,1977,175965.97,1,0,0,0
1769,5,3,2002,137868.03,1,0,0,0
2715,5,2,1969,318606.62,1,0,0,0
2908,5,1,1962,393142.97,1,0,0,0
2158,2,1,1998,227959.4,1,0,0,0
2745,3,1,1956,332005.53,1,0,0,0
2771,2,2,1965,287253.25,1,0,0,0
1421,5,1,1967,210164.06,1,0,0,0
2209,5,3,2014,240528.2,1,0,0,0
1363,3,3,1957,210039.58,1,0,0,0
2978,5,3,2018,353684.8,1,0,0,0
2630,4,3,2004,356803.38,1,0,0,0
2546,2,1,1970,366510.6,1,0,0,0
1021,4,3,1962,135529.77,1,0,0,0
2449,5,1,1975,161554.48,1,0,0,0
2048,5,1,2020,180636.94,1,0,0,0
2590,4,2,1999,288964.62,1,0,0,0
2886,3,1,1987,230911.03,1,0,0,0
2435,3,2,2010,304098.28,1,0,0,0
1178,2,2,1973,126682.56,1,0,0,0
1953,2,2,1990,182184.81,1,0,0,0
1726,4,1,2000,240448.17,1,0,0,0
1196,4,2,1996,147349.36,1,0,0,0
1479,3,2,1981,142559.39,1,0,0,0
1924,4,2,2018,193803.98,1,0,0,0
1122,3,3,1996,150875.77,1,0,0,0
2902,2,2,1954,353305.2,1,0,0,0
1028,2,1,1957,41530.246,1,0,0,0
1034,5,3,1982,240422.83,1,0,0,0
2317,4,2,1999,293254.6,1,0,0,0
2372,2,1,1991,202100.17,1,0,0,0
2714,5,2,1981,351486.75,1,0,0,0
1450,2,2,1956,194075.61,1,0,0,0
2159,2,2,1964,194504.97,1,0,0,0
1333,3,3,1990,68531.38,1,0,0,0
2356,5,1,1952,255697.14,1,0,0,0
1326,4,2,1989,208079.67,1,0,0,0
1838,4,3,2019,211957.17,1,0,0,0
2448,2,2,1990,276865.56,1,0,0,0
2813,2,2,1985,292290.25,1,0,0,0
1112,2,3,2006,80507.766,1,0,0,0
2514,3,3,1958,217719.67,1,0,0,0
2231,3,1,1976,289638.44,1,0,0,0
2735,2,1,1996,251620.2,1,0,0,0
1951,2,1,1986,229680.61,1,0,0,0
2392,2,2,1991,312684.72,1,0,0,0
1305,4,2,1974,215500.1,1,0,0,0
1011,5,1,1952,161375.84,1,0,0,0
2723,3,3,1994,237885.55,1,0,0,0
2689,3,1,1986,299612.78,1,0,0,0
2869,5,2,1951,273851.94,1,0,0,0
2814,2,1,1957,261783.23,1,0,0,0
1170,3,1,1988,161335.83,1,0,0,0
1133,3,1,1992,80983.555,1,0,0,0
1964,4,2,1986,295889.8,1,0,0,0
2048,5,2,2002,203835.98,1,0,0,0
2553,3,2,2012,280386.34,1,0,0,0
2213,2,1,1990,330389.03,1,0,0,0
2578,5,1,2005,311681.62,1,0,0,0
2869,3,1,1965,254378.1,1,0,0,0
2464,4,3,2014,238785.06,1,0,0,0
2695,2,3,1961,337089.22,1,0,0,0
1136,4,2,1972,144481.88,1,0,0,0
2091,5,3,2011,273450.9,1,0,0,0
1921,3,3,2006,101295.48,1,0,0,0
1903,5,1,1968,279293.03,1,0,0,0
2541,2,2,1983,278757.72,1,0,0,0
2999,4,3,1953,352582.53,1,0,0,0
1605,2,3,1973,186155.89,1,0,0,0
1428,2,2,1965,209982.12,1,0,0,0
1366,5,3,1975,154665.17,1,0,0,0
1849,5,2,2021,253869.66,1,0,0,0
2089,4,1,1976,195922.6,1,0,0,0
1812,4,1,1990,250390.75,1,0,0,0
1587,3,3,1965,160397.72,1,0,0,0
1494,4,1,2002,154364.61,1,0,0,0
1972,3,1,1984,162007.16,1,0,0,0
2134,4,2,1964,304102.0,1,0,0,0
2462,3,1,1982,199979.58,1,0,0,0
2738,4,2,1959,351349.53,1,0,0,0
1034,3,3,1986,129888.83,1,0,0,0
1537,5,3,2020,239456.9,1,0,0,0
2751,2,2,1965,342491.47,1,0,0,0
1232,3,2,1981,167608.88,1,0,0,0
1704,5,3,1977,235441.45,1,0,0,0
1725,5,3,2016,232326.64,1,0,0,0
2298,5,2,1994,243146.23,1,0,0,0
1075,2,2,2001,213271.0,1,0,0,0
1438,3,3,1957,107044.79,1,0,0,0
1914,2,2,2020,248173.6,1,0,0,0
1890,5,1,1951,263725.66,1,0,0,0
1691,3,1,1960,126400.58,1,0,0,0
2634,3,2,1988,292413.47,1,0,0,0
1126,3,1,2014,90643.5,1,0,0,0
2191,4,2,2002,214113.8,1,0,0,0
1293,2,2,1952,162333.05,1,0,0,0
1539,3,3,1968,239890.67,1,0,0,0
1684,3,1,1997,268165.1,1,0,0,0
2581,4,2,1990,230475.44,1,0,0,0
1064,5,1,2016,98914.62,1,0,0,0
1626,5,3,1982,239536.69,1,0,0,0
2366,5,2,1954,352750.12,1,0,0,0
2375,3,2,1996,255954.55,1,0,0,0
2181,2,1,1977,122117.21,1,0,0,0
1490,2,1,1979,104150.63,1,0,0,0
2681,2,1,1966,172558.98,1,0,0,0
2486,3,2,2004,267325.53,1,0,0,0
1312,3,3,1981,22960.475,1,0,0,0
1918,5,3,1964,246382.27,1,0,0,0
2882,3,2,1979,251390.94,1,0,0,0
2489,2,2,1982,246196.48,1,0,0,0
2326,4,2,1967,324259.1,1,0,0,0
2073,4,1,1975,237011.97,1,0,0,0
1339,3,2,2009,172097.17,1,0,0,0
1346,4,3,2010,143358.11,1,0,0,0
1648,2,3,1988,99299.01,1,0,0,0
1108,4,3,1963,80493.984,1,0,0,0
2848,4,2,1977,337174.5,1,0,0,0
2822,2,2,1953,272835.0,1,0,0,0
2836,5,2,1967,270026.1,1,0,0,0
2781,4,3,1970,330434.03,1,0,0,0
1628,5,1,1966,195001.73,1,0,0,0
1027,3,2,1986,55635.055,1,0,0,0
1936,4,1,1953,205284.56,1,0,0,0
2985,2,2,1966,261412.84,1,0,0,0
2521,4,1,2006,311936.2,1,0,0,0
1133,3,1,2005,152858.05,1,0,0,0
2020,4,1,1974,209461.95,1,0,0,0
1549,5,2,2009,181089.0,1,0,0,0
2098,4,1,1950,175288.05,1,0,0,0
2677,4,2,2003,306333.06,1,0,0,0
2378,4,3,2017,267618.9,1,0,0,0
2554,3,2,2013,341283.62,1,0,0,0
1000,2,3,1960,117011.82,1,0,0,0
1507,4,2,2019,52921.754,1,0,0,0
2149,5,3,1993,264370.2,1,0,0,0
2505,2,3,2013,209148.34,1,0,0,0
2935,4,1,1999,354287.1,1,0,0,0
2938,2,1,2013,433129.12,1,0,0,0
2942,3,3,2004,311360.6,1,0,0,0
2048,3,2,1989,135525.97,1,0,0,0
2205,3,3,1961,271505.7,1,0,0,0
1840,3,1,1975,147261.9,1,0,0,0
